Humidity,Temperature,Step count,Stress Level
26.48,95.66,190,2
18.74,88.01,80,1
23.55,92.91,81,1
19.2,87.89,107,1
12.94,82.2,69,0
15.1,84.54,11,0
23.14,92.59,113,1
11.34,80.76,70,0
25.81,94.99,183,2
22.53,91.52,96,1
10.83,79.83,2,0
19.23,87.91,94,1
14.68,84.16,4,0
23.94,93.0,129,1
24.74,93.31,154,2
29.13,97.77,168,2
16.68,86.0,31,0
28.23,97.51,161,2
17.08,86.0,118,1
25.03,93.54,156,2
28.38,97.32,165,2
25.31,94.03,143,2
28.89,98.34,186,2
22.27,91.5,134,1
25.93,94.74,140,2
28.55,97.51,199,2
27.38,96.38,152,2
29.88,99.0,176,2
21.64,90.21,109,1
25.57,95.0,155,2
15.86,84.53,67,0
23.36,92.59,124,1
29.23,98.41,151,2
10.99,79.92,31,0
26.53,95.93,181,2
11.44,80.62,5,0
27.82,96.54,185,2
23.35,92.66,139,1
14.73,83.89,59,0
16.77,85.44,61,0
13.33,82.4,42,0
27.48,96.4,158,2
22.73,91.54,103,1
24.52,93.84,184,2
11.74,80.26,17,0
29.13,97.81,157,2
26.86,96.29,146,2
22.66,92.07,134,1
20.17,89.55,98,1
25.95,94.79,159,2
22.74,91.57,103,1
18.31,87.8,123,1
23.5,92.65,134,1
11.69,80.75,20,0
18.63,87.18,122,1
21.26,90.6,129,1
21.11,90.43,130,1
12.59,81.64,64,0
17.88,86.62,77,1
19.82,88.42,92,1
23.45,92.23,71,1
23.59,92.74,75,1
22.23,91.14,79,1
12.18,80.94,19,0
18.0,86.54,78,1
18.39,87.31,115,1
22.94,91.67,126,1
27.09,96.39,186,2
22.76,91.28,98,1
20.78,89.69,129,1
25.58,94.52,180,2
14.76,84.17,23,0
15.86,84.39,70,0
17.17,86.57,138,1
18.58,87.6,112,1
23.03,91.58,126,1
28.83,98.28,195,2
29.48,98.57,170,2
28.95,98.39,198,2
23.9,93.0,111,1
29.4,98.12,142,2
19.08,87.8,113,1
20.81,89.56,132,1
19.0,87.68,115,1
18.51,87.69,92,1
27.79,96.47,179,2
19.8,89.13,92,1
15.86,85.05,9,0
10.16,79.18,35,0
21.41,90.71,109,1
20.92,89.76,95,1
10.06,79.0,62,0
25.06,93.99,178,2
21.59,90.45,139,1
25.39,94.64,167,2
20.68,89.86,137,1
16.58,85.94,49,0
19.32,88.58,100,1
25.74,94.29,200,2
24.1,93.59,141,2
23.77,93.0,108,1
18.39,87.8,125,1
15.44,84.62,57,0
28.17,96.9,195,2
21.59,90.2,140,1
25.06,94.45,192,2
27.84,96.8,188,2
27.41,96.53,142,2
23.78,92.41,98,1
28.18,96.75,162,2
25.57,94.96,157,2
16.19,85.59,52,0
26.79,95.32,194,2
17.4,86.23,116,1
27.61,96.13,159,2
21.75,90.98,129,1
15.5,84.65,55,0
16.76,85.53,70,0
28.74,97.35,200,2
16.88,85.47,2,0
29.79,98.75,165,2
24.22,93.0,156,2
29.28,98.69,140,2
17.2,86.08,91,1
24.93,93.93,199,2
22.57,91.35,88,1
19.49,88.4,82,1
24.0,93.0,84,1
28.36,97.83,164,2
24.01,93.0,192,2
24.97,94.4,171,2
27.51,96.36,160,2
21.9,90.74,131,1
12.8,82.22,58,0
15.64,84.71,8,0
14.3,83.21,23,0
15.34,84.67,12,0
11.14,80.55,17,0
28.88,98.23,163,2
19.12,88.54,135,1
14.67,83.24,47,0
24.46,93.65,166,2
20.25,88.9,95,1
25.59,94.11,166,2
22.11,90.7,104,1
11.0,80.3,22,0
28.62,97.21,141,2
28.55,97.52,170,2
21.35,90.6,72,1
14.06,83.04,39,0
29.92,98.97,178,2
11.28,80.57,25,0
18.81,88.22,94,1
25.28,94.55,169,2
17.4,86.58,132,1
13.65,82.93,42,0
27.29,96.76,169,2
12.75,81.83,22,0
16.61,85.37,47,0
22.65,92.14,80,1
26.37,95.8,174,2
18.11,86.79,84,1
21.86,90.42,110,1
16.99,86.0,68,0
26.07,94.61,181,2
23.81,93.0,101,1
24.28,93.59,147,2
29.71,99.0,174,2
18.19,87.63,121,1
14.7,84.01,6,0
10.89,79.49,63,0
27.65,96.74,176,2
27.27,96.0,179,2
20.65,89.91,107,1
23.41,92.82,74,1
22.49,91.84,97,1
22.79,91.31,75,1
12.43,81.31,0,0
19.22,87.97,81,1
28.25,97.15,140,2
17.94,87.26,76,1
16.54,85.74,65,0
17.09,86.26,105,1
20.94,89.8,130,1
22.87,92.07,131,1
23.47,92.15,82,1
13.33,82.35,67,0
27.91,97.31,140,2
12.17,81.66,47,0
24.84,94.3,188,2
22.7,91.43,122,1
27.93,96.57,164,2
29.67,98.95,173,2
13.09,82.24,56,0
15.48,84.96,61,0
25.99,94.68,181,2
23.17,91.71,97,1
28.03,96.72,171,2
27.48,96.03,182,2
18.4,87.1,119,1
20.28,89.25,83,1
17.75,86.9,91,1
26.81,96.25,163,2
14.6,83.76,29,0
28.67,97.67,169,2
20.18,89.33,134,1
19.67,88.86,106,1
10.04,79.06,32,0
16.99,86.0,34,0
20.39,89.43,71,1
24.05,93.0,150,2
15.75,84.27,58,0
25.9,95.4,163,2
17.78,86.9,73,1
16.71,85.38,21,0
29.3,97.98,188,2
16.89,85.58,50,0
24.5,93.55,140,2
26.67,95.3,170,2
10.81,79.86,26,0
26.4,95.28,164,2
12.11,81.38,48,0
20.13,89.33,122,1
25.08,94.2,156,2
27.02,96.42,180,2
29.33,98.49,148,2
25.56,94.66,189,2
18.99,88.24,99,1
17.07,86.0,136,1
25.08,93.91,188,2
11.46,80.38,36,0
17.0,86.36,73,1
22.34,91.07,110,1
17.76,86.44,137,1
22.18,90.76,91,1
29.93,98.74,193,2
18.65,87.16,89,1
23.4,92.84,112,1
20.46,89.89,105,1
24.09,93.0,169,2
20.22,89.26,97,1
14.5,83.79,59,0
24.02,93.0,198,2
13.55,82.5,58,0
20.66,89.86,107,1
20.39,89.3,83,1
21.33,90.0,121,1
20.68,89.81,98,1
24.13,93.0,164,2
20.37,89.11,105,1
25.41,94.16,165,2
18.02,86.99,93,1
23.55,92.47,76,1
16.58,85.2,55,0
29.38,97.95,145,2
19.0,88.3,126,1
12.1,81.23,26,0
27.59,96.49,159,2
11.22,80.67,2,0
15.89,84.88,38,0
24.34,93.69,151,2
23.94,92.67,98,1
28.09,97.19,195,2
28.57,97.22,198,2
10.22,79.41,19,0
25.7,94.81,142,2
20.41,89.17,121,1
26.46,95.23,161,2
21.48,90.59,104,1
11.06,80.12,37,0
24.63,93.84,163,2
23.73,92.94,118,1
27.13,96.3,196,2
27.09,96.46,171,2
10.18,79.0,62,0
23.07,91.86,82,1
11.87,81.11,34,0
24.78,93.4,144,2
23.47,92.48,112,1
28.25,97.39,199,2
10.99,79.57,47,0
13.95,83.19,43,0
26.27,95.31,146,2
10.84,79.87,2,0
19.16,88.61,70,1
20.25,89.02,91,1
15.54,84.84,29,0
28.0,97.48,196,2
11.95,80.86,3,0
22.59,91.27,129,1
17.09,86.44,125,1
17.52,86.17,71,1
20.52,89.66,98,1
18.86,87.98,105,1
28.45,97.59,151,2
12.72,81.31,6,0
28.86,98.13,189,2
17.41,86.4,108,1
15.9,85.37,52,0
25.75,94.76,153,2
25.65,94.51,199,2
20.72,89.35,79,1
15.94,85.11,2,0
28.15,96.67,192,2
18.16,87.18,80,1
22.53,91.12,134,1
13.51,82.88,2,0
23.3,92.3,108,1
18.0,86.9,118,1
29.6,98.35,141,2
15.85,85.19,12,0
25.35,94.78,152,2
16.75,85.8,17,0
22.05,90.86,138,1
18.23,86.78,91,1
23.6,92.88,102,1
18.95,88.34,96,1
17.74,86.95,120,1
20.23,89.3,86,1
14.13,83.31,6,0
29.16,98.57,187,2
17.77,86.86,104,1
19.04,88.22,128,1
21.31,90.33,119,1
12.43,81.15,0,0
14.72,83.42,32,0
14.81,84.0,30,0
12.44,81.22,30,0
11.91,80.86,59,0
23.87,93.0,81,1
24.97,93.79,160,2
28.87,97.4,162,2
15.62,84.59,36,0
26.65,95.61,174,2
26.53,95.61,142,2
23.72,92.24,137,1
27.66,96.76,182,2
23.94,93.0,113,1
11.53,80.42,20,0
26.12,95.62,146,2
28.81,98.15,141,2
19.64,88.35,93,1
29.01,97.77,163,2
18.11,87.13,78,1
23.95,93.0,77,1
19.25,87.82,77,1
12.68,81.84,49,0
28.47,97.07,172,2
12.49,81.15,41,0
16.06,84.85,62,0
27.53,96.61,177,2
13.39,82.07,19,0
20.89,90.39,111,1
14.65,83.77,24,0
14.7,83.87,14,0
10.57,79.84,31,0
29.49,98.98,197,2
27.25,96.41,160,2
28.06,96.95,181,2
10.9,80.27,26,0
18.84,87.74,89,1
23.1,91.65,84,1
23.89,93.0,104,1
29.62,98.39,143,2
18.36,86.87,106,1
19.94,88.95,90,1
19.07,88.33,121,1
24.79,94.07,192,2
17.97,86.61,107,1
29.04,97.75,164,2
18.42,87.18,77,1
15.73,85.15,33,0
10.75,80.22,56,0
22.08,90.65,75,1
25.92,95.19,157,2
19.31,88.66,75,1
28.22,97.09,169,2
26.21,95.48,173,2
14.24,82.92,2,0
29.11,97.65,155,2
27.99,96.75,193,2
16.88,85.88,52,0
19.7,88.69,139,1
18.42,87.81,136,1
18.42,86.94,129,1
19.22,88.09,105,1
24.44,93.71,168,2
15.51,84.93,31,0
26.94,95.66,149,2
28.95,97.97,152,2
28.38,97.6,198,2
28.47,97.73,200,2
18.72,87.99,91,1
24.17,93.58,191,2
16.82,86.0,44,0
26.65,95.38,192,2
25.54,94.61,156,2
25.39,94.24,174,2
27.47,96.44,151,2
10.81,79.72,39,0
20.1,89.59,95,1
11.3,80.18,46,0
29.36,98.1,200,2
25.97,95.15,170,2
29.2,98.54,181,2
23.12,91.97,135,1
11.94,81.03,56,0
15.77,84.58,23,0
16.32,85.76,25,0
21.41,90.25,117,1
22.5,91.6,89,1
10.11,79.48,49,0
29.8,98.34,199,2
29.86,99.0,145,2
13.42,82.87,67,0
23.7,93.0,137,1
19.97,88.93,135,1
20.53,89.49,121,1
11.86,80.94,68,0
27.8,97.01,186,2
26.53,95.17,140,2
29.02,97.81,165,2
22.59,91.82,122,1
22.46,91.03,110,1
20.64,89.51,122,1
15.4,84.33,59,0
23.63,92.26,108,1
23.71,92.73,70,1
24.6,93.13,145,2
28.27,97.64,151,2
19.99,89.46,76,1
23.35,92.42,77,1
26.07,94.87,172,2
20.04,88.83,75,1
25.36,94.03,162,2
10.36,79.54,67,0
22.13,91.61,126,1
14.65,83.77,3,0
28.31,97.75,155,2
26.88,96.1,154,2
17.15,86.48,71,1
14.81,83.36,12,0
19.76,88.83,99,1
29.62,98.79,144,2
28.15,97.11,168,2
14.58,83.94,1,0
27.46,96.13,196,2
27.24,96.35,199,2
27.29,95.98,155,2
11.3,80.71,17,0
17.15,86.25,85,1
24.9,93.57,162,2
24.79,93.74,153,2
28.16,97.6,161,2
28.1,97.5,145,2
25.4,94.44,190,2
17.87,86.73,125,1
23.82,92.6,138,1
25.21,94.31,192,2
17.27,86.0,103,1
13.78,82.36,38,0
18.21,87.18,111,1
25.19,94.42,185,2
11.15,79.71,13,0
20.27,88.8,111,1
24.06,93.0,187,2
20.99,89.86,90,1
19.48,88.49,101,1
15.96,85.39,11,0
10.65,80.09,59,0
16.31,85.2,2,0
10.99,79.64,36,0
13.94,83.37,56,0
22.09,91.29,139,1
12.25,81.61,13,0
22.53,91.15,98,1
21.2,90.68,107,1
25.12,93.88,184,2
26.76,95.54,141,2
20.67,89.51,132,1
26.18,95.26,149,2
22.45,91.47,123,1
13.77,83.26,37,0
12.42,81.03,54,0
24.96,94.02,185,2
24.11,93.22,192,2
15.48,84.01,20,0
21.95,90.49,79,1
14.17,82.92,55,0
27.78,96.56,147,2
12.69,82.03,27,0
19.32,87.89,114,1
13.14,82.2,40,0
18.0,87.49,75,1
23.28,92.46,85,1
21.1,89.81,84,1
26.53,95.64,174,2
11.22,80.54,3,0
28.38,97.82,155,2
13.05,81.72,48,0
19.3,88.13,102,1
19.57,88.49,110,1
17.21,86.0,102,1
28.96,97.67,159,2
24.48,93.42,187,2
16.07,85.23,3,0
27.05,95.89,188,2
16.48,85.14,66,0
14.67,83.91,26,0
17.43,86.59,88,1
19.88,88.82,118,1
23.89,92.48,129,1
21.14,90.43,101,1
19.24,88.69,136,1
14.19,83.42,52,0
25.11,94.36,172,2
16.83,85.79,51,0
28.32,97.51,143,2
12.17,80.72,29,0
11.18,80.04,12,0
18.06,87.41,86,1
22.2,91.13,114,1
14.26,83.73,3,0
24.94,94.11,172,2
25.63,95.0,147,2
20.22,88.74,111,1
21.81,91.15,71,1
14.01,83.3,34,0
16.21,85.25,24,0
17.34,86.0,98,1
21.45,90.18,94,1
13.4,82.51,1,0
20.65,89.92,73,1
18.42,87.35,91,1
17.57,86.28,117,1
21.18,90.59,137,1
26.85,95.57,160,2
27.47,96.23,154,2
19.24,88.46,72,1
24.72,93.77,185,2
19.04,87.62,138,1
17.38,86.1,137,1
18.73,88.14,84,1
12.83,81.73,34,0
21.93,91.43,140,1
27.84,97.25,144,2
20.49,89.63,93,1
28.3,97.71,152,2
29.37,97.87,189,2
10.95,80.39,5,0
11.55,80.24,14,0
20.86,89.45,80,1
20.75,90.05,115,1
21.48,90.81,91,1
24.04,93.17,198,2
26.07,95.4,169,2
10.96,79.95,15,0
23.57,92.25,139,1
15.87,84.81,65,0
13.98,82.81,63,0
19.68,88.56,75,1
29.31,98.1,165,2
24.76,93.88,153,2
29.12,98.42,156,2
27.15,96.12,176,2
25.56,94.46,150,2
10.43,79.0,66,0
15.27,84.13,32,0
13.85,82.5,37,0
17.21,86.71,115,1
12.03,81.27,49,0
19.98,88.96,134,1
14.24,83.09,27,0
20.08,89.18,101,1
23.65,92.96,118,1
23.56,92.34,111,1
15.67,84.61,29,0
11.67,80.27,14,0
27.58,96.86,149,2
28.73,97.99,199,2
17.78,86.77,93,1
11.02,80.43,59,0
26.95,95.86,141,2
17.98,87.26,114,1
19.77,88.97,83,1
11.24,79.75,41,0
21.31,89.89,72,1
26.71,96.14,181,2
11.1,79.84,10,0
15.16,83.75,56,0
20.21,88.77,134,1
20.56,90.04,106,1
13.31,82.46,20,0
15.68,85.13,38,0
13.99,83.21,7,0
28.92,98.27,144,2
25.67,94.3,180,2
24.18,93.36,140,2
27.31,96.39,143,2
14.48,83.49,28,0
25.21,93.93,172,2
11.27,80.32,37,0
22.19,91.13,70,1
28.34,96.91,160,2
16.82,85.87,43,0
19.34,88.68,137,1
29.54,98.29,170,2
24.36,93.82,192,2
25.94,94.94,183,2
13.31,82.81,11,0
27.92,96.93,144,2
24.89,94.18,159,2
25.2,94.31,194,2
28.97,98.31,189,2
19.17,88.01,133,1
28.19,96.78,186,2
29.63,98.55,157,2
15.28,84.43,32,0
17.42,86.12,105,1
14.39,83.3,47,0
21.78,90.89,110,1
20.53,89.98,89,1
28.92,97.55,178,2
17.13,86.32,100,1
17.5,86.27,76,1
26.14,94.9,176,2
28.26,97.53,142,2
16.49,85.4,43,0
21.75,91.19,122,1
11.5,80.27,26,0
17.72,86.97,123,1
11.53,80.43,53,0
24.97,94.15,184,2
19.93,89.26,110,1
18.32,87.52,126,1
23.88,92.91,84,1
26.93,96.38,160,2
24.04,93.0,161,2
22.06,91.19,76,1
29.73,98.85,162,2
26.8,95.99,168,2
28.81,97.99,193,2
18.39,87.08,70,1
12.69,81.43,17,0
16.45,85.87,17,0
29.03,98.11,172,2
15.96,84.53,2,0
27.78,96.52,155,2
15.78,84.68,68,0
29.58,98.42,196,2
17.88,87.31,94,1
27.32,95.91,185,2
12.99,82.15,70,0
17.22,86.05,71,1
29.43,98.84,155,2
19.01,87.89,105,1
10.92,79.64,29,0
27.47,96.9,148,2
21.7,90.51,107,1
28.49,97.19,144,2
12.25,81.52,25,0
26.55,95.61,194,2
19.26,88.03,100,1
20.09,88.9,123,1
28.56,97.69,153,2
25.05,93.63,158,2
28.24,97.51,200,2
11.28,80.71,60,0
19.6,88.84,112,1
26.84,95.97,162,2
13.72,83.05,46,0
13.8,82.33,40,0
26.28,95.6,164,2
11.78,81.02,54,0
27.12,96.48,188,2
12.46,81.23,39,0
19.82,89.12,139,1
28.15,97.65,187,2
14.96,84.23,49,0
27.33,96.58,180,2
10.41,79.74,32,0
16.33,84.95,12,0
24.29,93.58,200,2
22.88,91.51,125,1
27.96,96.62,185,2
29.87,98.58,153,2
21.1,89.99,80,1
19.12,88.12,92,1
27.8,96.98,159,2
28.6,97.55,178,2
27.37,95.89,176,2
26.29,95.34,184,2
24.32,93.41,191,2
17.84,86.71,122,1
29.89,98.47,173,2
18.02,87.41,103,1
22.44,91.39,77,1
28.29,96.9,172,2
12.55,81.3,37,0
23.53,92.05,109,1
28.1,97.38,192,2
27.32,96.71,195,2
11.81,80.5,61,0
20.66,89.33,109,1
15.29,84.73,68,0
24.24,93.62,160,2
18.05,87.02,95,1
14.67,83.83,49,0
24.08,93.27,177,2
17.8,86.65,84,1
22.45,91.73,86,1
14.55,83.65,51,0
25.67,94.35,149,2
25.49,94.34,161,2
28.33,97.54,150,2
29.27,97.78,191,2
10.89,80.37,21,0
27.96,97.25,145,2
19.05,87.7,124,1
28.36,97.4,170,2
29.07,98.02,159,2
16.92,85.69,34,0
28.31,97.11,169,2
27.38,95.93,197,2
20.64,89.55,117,1
26.16,95.39,191,2
18.64,87.75,81,1
20.81,89.46,140,1
23.3,91.9,122,1
16.55,85.14,22,0
19.22,88.62,136,1
22.86,91.55,126,1
28.07,96.62,175,2
15.15,84.38,4,0
22.05,90.92,93,1
26.8,95.56,171,2
26.78,95.48,154,2
27.87,96.63,196,2
25.2,94.66,146,2
22.15,91.35,137,1
25.49,94.98,194,2
10.79,79.8,0,0
22.87,91.65,94,1
23.34,91.98,124,1
17.2,86.0,89,1
12.08,81.43,38,0
19.78,88.32,119,1
21.21,90.23,124,1
27.27,95.99,186,2
15.1,83.87,19,0
28.12,96.76,193,2
21.03,89.64,85,1
12.1,81.36,66,0
27.58,96.19,140,2
21.94,91.42,72,1
22.52,91.26,77,1
28.72,98.03,154,2
11.17,80.56,31,0
22.47,91.69,130,1
26.3,95.78,181,2
23.96,92.83,136,1
18.02,87.08,83,1
15.62,84.39,31,0
24.07,93.0,155,2
24.98,93.55,177,2
26.27,94.94,198,2
22.51,91.89,103,1
28.99,97.97,173,2
24.39,93.78,167,2
23.43,92.07,84,1
19.74,88.73,106,1
14.05,82.85,1,0
20.93,89.93,107,1
27.45,96.23,192,2
29.32,98.04,196,2
25.88,95.29,173,2
24.0,92.82,107,1
27.25,96.55,155,2
11.01,80.03,13,0
23.44,92.07,138,1
17.8,86.51,97,1
22.64,91.3,99,1
10.79,80.01,37,0
26.5,95.16,151,2
26.03,95.0,155,2
26.28,95.29,196,2
28.15,96.94,195,2
28.08,97.2,180,2
17.88,87.13,131,1
20.92,89.74,113,1
14.29,83.57,32,0
10.81,79.6,47,0
25.92,95.08,169,2
20.13,88.76,82,1
21.04,90.36,78,1
23.4,92.78,103,1
25.3,93.96,149,2
28.03,96.9,176,2
14.34,82.9,29,0
27.61,96.14,159,2
24.48,93.29,140,2
29.03,97.58,172,2
17.26,86.66,85,1
28.06,96.91,157,2
20.33,89.04,119,1
28.66,97.36,170,2
23.58,92.47,110,1
27.19,96.12,191,2
29.43,98.77,167,2
22.1,91.54,71,1
20.22,89.18,137,1
14.6,83.19,24,0
16.87,85.47,54,0
23.82,92.33,135,1
28.52,97.36,200,2
26.38,95.29,186,2
18.63,87.66,128,1
28.48,97.9,178,2
10.75,79.95,20,0
24.98,93.85,165,2
24.46,93.51,142,2
13.93,83.19,36,0
14.0,82.63,22,0
18.72,88.16,74,1
14.05,83.18,35,0
22.8,91.6,129,1
26.9,95.75,187,2
22.62,91.6,100,1
22.5,91.37,138,1
12.77,81.87,55,0
21.63,90.61,86,1
29.19,98.19,171,2
22.96,91.74,136,1
19.92,89.11,125,1
26.13,95.44,144,2
10.09,79.59,64,0
17.16,86.42,91,1
19.33,88.68,122,1
