CarID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
361,Audi,2018,2.4,Petrol,Automatic,47165,Used,26710.69,A3
362,BMW,2019,3.7,Petrol,Automatic,102745,Used,31695.89,5 Series
363,Audi,2005,1.5,Hybrid,Manual,76071,Used,8880.54,A4
364,BMW,2000,1.7,Petrol,Automatic,87918,Used,4595.03,X5
365,Honda,2006,1.7,Hybrid,Manual,184432,Used,1951.83,CR-V
366,Subaru,2022,3.7,Petrol,Automatic,190026,Used,19738.18,Forester
367,Toyota,2012,4.0,Hybrid,Manual,74767,Used,10360.42,Camry
368,Tesla,2012,0.0,Electric,Automatic,174885,Used,20319.38,Model Y
369,Subaru,2014,3.8,Hybrid,Automatic,187077,New,9979.1,Outback
370,Tesla,2014,0.0,Electric,Manual,18978,Used,23123.66,Model S
371,Tesla,2011,0.0,Electric,Automatic,48695,Used,19353.3,Model X
372,Tesla,2001,0.0,Electric,Manual,52442,Used,10028.75,Model Y
373,Subaru,2002,1.3,Petrol,Automatic,100078,New,3239.49,Outback
374,Hyundai,2012,1.5,Diesel,Manual,74402,Used,10359.41,Sonata
375,Honda,2022,3.5,Petrol,Automatic,193415,Used,19074.17,Accord
376,Hyundai,2014,2.4,Petrol,Automatic,94222,Used,10838.18,Elantra
377,Tesla,2018,0.0,Electric,Manual,60163,Used,28809.7,Model X
378,Hyundai,2012,1.9,Diesel,Manual,88594,Used,10299.6,Kona
379,Tesla,2022,0.0,Electric,Manual,14102,Used,51757.25,Model Y
380,Chevrolet,2018,4.2,Petrol,Automatic,189896,Used,11727.77,Tahoe
381,BMW,2002,3.0,Diesel,Automatic,121842,Used,5872.35,X5
382,Hyundai,2005,4.7,Diesel,Automatic,184260,New,1606.5,Tucson
383,Subaru,2002,2.6,Hybrid,Manual,184761,New,1500,Outback
384,Kia,2020,1.3,Petrol,Manual,166261,Used,17838.69,Sportage
385,Ford,2003,2.0,Petrol,Automatic,72147,Used,4154.29,Focus
386,Tesla,2015,0.0,Electric,Automatic,187431,Used,21926.71,Model Y
387,Kia,2005,3.9,Diesel,Automatic,147557,Used,2713.91,Sorento
388,BMW,2019,3.7,Petrol,Automatic,135104,Used,29737.28,X3
389,Subaru,2021,2.0,Petrol,Manual,175553,Used,17920.04,Crosstrek
390,Honda,2016,3.2,Hybrid,Automatic,122021,Used,12555.25,CR-V
391,Kia,2019,3.7,Diesel,Automatic,21334,Used,17158.63,Optima
392,Audi,2015,4.6,Petrol,Automatic,136527,New,20544.13,A3
393,Tesla,2012,0.0,Electric,Manual,66807,Used,19231.56,Model S
394,Chevrolet,2013,1.9,Hybrid,Manual,96609,New,9833.52,Equinox
395,Toyota,2002,4.4,Petrol,Manual,95812,New,3529.12,Camry
396,Subaru,2000,4.5,Diesel,Automatic,166944,Used,1500,Outback
397,Tesla,2021,0.0,Electric,Automatic,24818,New,51146.07,Model S
398,Ford,2015,1.8,Petrol,Manual,122477,Used,12197.56,Explorer
399,Kia,2003,4.4,Diesel,Manual,44266,Used,4772.86,Rio
400,Hyundai,2021,1.7,Petrol,Automatic,117193,New,21455.21,Kona
401,Hyundai,2003,1.9,Hybrid,Automatic,190753,New,1500,Tucson
402,Chevrolet,2019,3.6,Diesel,Automatic,63242,Used,15319.48,Tahoe
403,BMW,2009,4.5,Diesel,Automatic,138967,Used,10744.32,3 Series
404,Toyota,2022,1.9,Petrol,Manual,46611,New,29002.78,Corolla
405,Honda,2018,4.4,Diesel,Manual,165482,New,14064.19,CR-V
406,Hyundai,2022,4.5,Diesel,Manual,19661,New,28259.13,Elantra
407,Chevrolet,2012,1.9,Petrol,Automatic,39355,Used,11043.34,Equinox
408,Audi,2023,3.0,Hybrid,Manual,177712,Used,39183.9,Q5
409,Chevrolet,2011,3.7,Petrol,Automatic,151474,Used,5441.75,Tahoe
410,Toyota,2004,3.3,Petrol,Automatic,22607,Used,6725.04,RAV4
411,Ford,2001,2.1,Petrol,Automatic,189356,New,1500,Focus
412,Audi,2018,3.6,Hybrid,Manual,144691,Used,23592.84,Q7
413,Subaru,2011,2.0,Hybrid,Automatic,45673,Used,9131.45,Impreza
414,Subaru,2002,2.0,Petrol,Automatic,180067,Used,1500,Crosstrek
415,Ford,2015,3.1,Petrol,Manual,198617,Used,9257.89,Mustang
416,Subaru,2018,1.6,Hybrid,Manual,177176,Used,13587.24,Crosstrek
417,Tesla,2011,0.0,Electric,Automatic,11883,New,21408.17,Model 3
418,BMW,2019,4.2,Diesel,Automatic,154651,Used,29539.64,3 Series
419,Subaru,2022,1.6,Petrol,Automatic,161971,Used,18734.22,Forester
420,Subaru,2008,2.3,Petrol,Automatic,184671,Used,3696.77,Crosstrek
421,BMW,2012,3.6,Petrol,Manual,49509,Used,17085.57,X3
422,Audi,2002,4.1,Petrol,Manual,153088,New,4339.22,Q5
423,BMW,2011,2.6,Petrol,Manual,39646,Used,18669.99,5 Series
424,Hyundai,2021,3.4,Diesel,Manual,56821,Used,23448.81,Tucson
425,BMW,2015,3.9,Petrol,Manual,83016,New,25912.22,X5
426,Tesla,2021,0.0,Electric,Automatic,96002,Used,38572.39,Model Y
427,BMW,2011,3.4,Hybrid,Automatic,56080,New,18476.03,3 Series
428,Audi,2009,3.2,Petrol,Automatic,162351,Used,8179.21,Q5
429,Subaru,2003,4.3,Diesel,Manual,70468,Used,3580.36,Crosstrek
430,Subaru,2020,2.0,Hybrid,Automatic,122354,New,21581.04,Impreza
431,Subaru,2016,1.7,Petrol,Manual,116638,Used,12464.34,Crosstrek
432,Honda,2000,4.3,Diesel,Manual,71467,Used,2868.77,Accord
433,Chevrolet,2021,1.9,Petrol,Automatic,195805,Used,14963.9,Impala
434,Honda,2022,2.3,Diesel,Automatic,112807,Used,17748.16,Fit
435,BMW,2007,1.9,Diesel,Automatic,147080,Used,9604.38,3 Series
436,Honda,2010,1.8,Hybrid,Automatic,114933,New,7923.32,Accord
437,Tesla,2000,0.0,Electric,Automatic,110298,Used,6068.18,Model X
438,Honda,2019,1.3,Petrol,Automatic,15900,Used,20884.48,Civic
439,Tesla,2006,0.0,Electric,Automatic,67664,Used,12388.65,Model S
440,Hyundai,2013,3.7,Petrol,Manual,45723,Used,10316.9,Sonata
441,BMW,2015,2.7,Petrol,Automatic,11847,Used,21366.84,X3
442,Toyota,2008,4.2,Hybrid,Manual,149481,Used,4155.65,Corolla
443,Toyota,2020,3.0,Hybrid,Automatic,65011,Used,17232.14,Corolla
444,Chevrolet,2000,3.8,Petrol,Automatic,54227,Used,2981.76,Equinox
445,Honda,2005,2.0,Petrol,Manual,5035,New,8459.88,CR-V
446,Kia,2020,3.9,Petrol,Automatic,134522,New,16803.57,Rio
447,Tesla,2023,0.0,Electric,Manual,107366,Used,55103.52,Model S
448,Tesla,2023,0.0,Electric,Automatic,16084,Used,54512.51,Model 3
449,Honda,2021,3.3,Diesel,Manual,53646,New,20457.28,Fit
450,Toyota,2018,2.0,Petrol,Automatic,32868,New,19356.76,Corolla
451,Ford,2016,2.1,Diesel,Manual,45387,New,18251.25,Fiesta
452,Tesla,2015,0.0,Electric,Automatic,198592,Used,21964.81,Model 3
453,Tesla,2009,0.0,Electric,Manual,171339,Used,15068.04,Model Y
454,Kia,2015,2.8,Petrol,Automatic,133211,Used,12141.16,Rio
455,Toyota,2017,2.7,Petrol,Automatic,174804,Used,12532.78,Camry
456,BMW,2013,1.2,Petrol,Manual,99214,Used,14815.11,5 Series
457,BMW,2018,2.9,Petrol,Automatic,31851,Used,28735.71,5 Series
458,Ford,2007,4.3,Petrol,Automatic,177489,Used,2735.65,Explorer
459,Kia,2001,2.5,Petrol,Automatic,89014,New,2972.39,Sorento
460,Subaru,2004,4.8,Petrol,Manual,51577,Used,5470.41,Impreza
461,Kia,2003,1.8,Hybrid,Manual,152483,New,1839.67,Sportage
462,Hyundai,2003,4.6,Hybrid,Manual,171974,New,1500,Sonata
463,Kia,2015,1.2,Diesel,Automatic,46862,Used,12309.64,Optima
464,Subaru,2013,2.1,Diesel,Automatic,67793,Used,11175.39,Crosstrek
465,Toyota,2009,2.8,Petrol,Automatic,184493,Used,3687.77,Prius
466,Honda,2015,2.1,Petrol,Automatic,78458,New,14928.02,Civic
467,Audi,2003,3.5,Petrol,Automatic,32086,Used,9506.39,A3
468,Hyundai,2008,1.3,Petrol,Manual,80038,Used,5499.38,Kona
469,Audi,2000,3.4,Diesel,Automatic,195210,New,1925.42,Q7
470,Audi,2007,2.9,Hybrid,Automatic,92374,Used,9113.13,A3
471,Chevrolet,2012,1.9,Petrol,Automatic,101732,Used,9782.3,Malibu
472,Kia,2021,3.9,Hybrid,Manual,58975,Used,19703.93,Optima
473,Honda,2017,2.8,Hybrid,Automatic,52529,Used,15098.7,Civic
474,Honda,2002,2.6,Petrol,Automatic,172904,Used,1500,Civic
475,Tesla,2004,0.0,Electric,Automatic,159287,Used,8016.64,Model 3
476,Subaru,2015,2.5,Petrol,Manual,39489,Used,11381.93,Crosstrek
477,Hyundai,2006,2.8,Hybrid,Manual,142927,New,3262.29,Elantra
478,Subaru,2020,2.3,Diesel,Automatic,9976,Used,19886.95,Forester
479,Ford,2010,4.0,Petrol,Manual,17285,New,10361.75,Focus
480,Ford,2020,2.4,Diesel,Automatic,121015,Used,17949.29,Focus
481,Tesla,2007,0.0,Electric,Automatic,106477,Used,11391.51,Model X
482,Chevrolet,2006,1.3,Hybrid,Automatic,121419,New,5195.89,Tahoe
483,Ford,2020,4.0,Hybrid,Manual,29234,Used,22837.68,Mustang
484,Chevrolet,2022,1.3,Diesel,Automatic,93366,New,24654.7,Impala
485,BMW,2003,2.6,Petrol,Manual,190928,New,5050.75,5 Series
486,Tesla,2016,0.0,Electric,Automatic,100450,Used,29973.86,Model 3
487,Kia,2009,4.4,Hybrid,Manual,88499,Used,5980.45,Rio
488,Tesla,2010,0.0,Electric,Automatic,108673,New,16524.97,Model S
489,Tesla,2014,0.0,Electric,Automatic,27756,Used,23976.32,Model S
490,Tesla,2006,0.0,Electric,Automatic,70888,Used,14466.94,Model X
491,Hyundai,2007,1.5,Petrol,Automatic,82093,Used,5195.34,Elantra
492,Audi,2019,1.6,Petrol,Manual,31597,New,34397.49,A3
493,Chevrolet,2005,3.9,Petrol,Manual,8050,New,6918.64,Impala
494,Toyota,2000,2.9,Hybrid,Automatic,117474,New,1556.97,Camry
495,Ford,2005,2.5,Petrol,Automatic,25766,New,8102.73,Fiesta
496,Ford,2016,2.2,Hybrid,Automatic,101343,Used,14381.84,Focus
497,Audi,2023,2.8,Hybrid,Manual,132745,Used,32716.52,Q5
498,BMW,2003,3.2,Diesel,Automatic,17901,Used,9139.21,3 Series
499,Kia,2000,4.3,Petrol,Manual,30758,Used,4535.71,Optima
500,Kia,2011,1.9,Diesel,Automatic,193557,Used,4690.73,Sorento
501,Ford,2014,3.5,Hybrid,Automatic,6119,Used,13083.55,Fiesta
502,Ford,2022,3.5,Petrol,Automatic,114981,New,21812.71,Explorer
503,BMW,2010,3.9,Petrol,Manual,91933,New,15578.44,X5
504,BMW,2000,3.8,Petrol,Automatic,174993,Used,2314.49,3 Series
505,Subaru,2002,1.7,Hybrid,Automatic,160616,Used,1500,Forester
506,Chevrolet,2010,1.4,Hybrid,Manual,133249,Used,5491.79,Malibu
507,Ford,2018,2.0,Petrol,Manual,68934,Used,15864.29,Focus
508,BMW,2016,4.7,Petrol,Automatic,61227,Used,24185.78,X3
509,Tesla,2002,0.0,Electric,Automatic,116630,Used,6753.38,Model X
510,BMW,2019,1.9,Petrol,Automatic,122743,New,34483.13,X5
511,Kia,2000,1.9,Petrol,Manual,151719,Used,1500,Optima
512,Tesla,2015,0.0,Electric,Automatic,7307,New,29933.73,Model Y
513,Toyota,2003,2.8,Petrol,Automatic,21185,New,6449.3,Prius
514,Tesla,2008,0.0,Electric,Manual,72121,Used,13656.94,Model X
515,Honda,2002,1.8,Hybrid,Automatic,86442,Used,3073.43,Fit
516,Kia,2002,4.1,Diesel,Manual,109425,New,2655.84,Rio
517,Honda,2008,3.0,Petrol,Automatic,160993,New,4298.96,CR-V
518,BMW,2008,4.3,Petrol,Automatic,91329,Used,12776.65,X5
519,Tesla,2011,0.0,Electric,Automatic,76721,New,20382.3,Model X
520,Ford,2020,2.7,Hybrid,Manual,71622,New,19866.02,Fiesta
521,BMW,2003,1.7,Diesel,Automatic,12590,New,11023.53,3 Series
522,Audi,2014,2.7,Petrol,Automatic,15537,Used,22729.2,A4
523,Audi,2014,3.0,Hybrid,Automatic,186517,Used,17347.16,Q5
524,Kia,2023,3.9,Petrol,Automatic,121825,New,22901.55,Optima
525,Chevrolet,2019,3.3,Diesel,Automatic,18052,Used,16621.95,Equinox
526,Hyundai,2022,1.4,Petrol,Automatic,90426,New,26561.65,Tucson
527,Subaru,2008,1.9,Hybrid,Automatic,108855,Used,6040.79,Forester
528,Hyundai,2014,1.7,Diesel,Automatic,68439,Used,10643.13,Sonata
529,Honda,2012,4.3,Petrol,Automatic,108425,New,10190.6,Civic
530,Tesla,2016,0.0,Electric,Manual,122062,New,33002.92,Model Y
531,Hyundai,2007,2.9,Petrol,Automatic,176371,Used,2816.38,Tucson
532,Toyota,2007,2.6,Hybrid,Automatic,158212,New,3434.17,RAV4
533,Hyundai,2014,4.4,Petrol,Automatic,5839,New,14840.59,Kona
534,BMW,2021,1.4,Diesel,Manual,172252,Used,27836.86,5 Series
535,Subaru,2006,3.6,Petrol,Automatic,37921,Used,7086.39,Impreza
536,Audi,2003,4.4,Hybrid,Automatic,49893,Used,8399.15,Q7
537,Kia,2006,1.5,Hybrid,Manual,140111,Used,3331.87,Optima
538,Audi,2009,1.7,Diesel,Automatic,189039,Used,8567.59,Q7
539,Subaru,2002,1.5,Hybrid,Automatic,82700,Used,3538.57,Impreza
540,Kia,2021,4.3,Petrol,Manual,171191,Used,18476.56,Sportage
541,Audi,2012,3.0,Petrol,Automatic,138327,Used,15441.15,Q5
542,Chevrolet,2002,2.4,Diesel,Manual,83651,Used,3404.87,Equinox
543,Toyota,2004,4.5,Diesel,Automatic,171330,Used,1500,Prius
544,Audi,2007,2.2,Diesel,Automatic,160761,Used,6650.83,Q5
545,Hyundai,2023,4.5,Petrol,Manual,156726,Used,23337.75,Elantra
546,Chevrolet,2003,4.7,Hybrid,Manual,68481,New,4387.14,Malibu
547,Toyota,2021,1.5,Petrol,Manual,95161,Used,17888.44,Corolla
548,Audi,2019,2.1,Petrol,Automatic,98280,Used,23992.24,Q7
549,BMW,2008,2.7,Petrol,Automatic,52193,Used,14029.19,X5
550,Toyota,2001,2.9,Hybrid,Manual,151211,New,1500,Corolla
551,Audi,2008,3.1,Petrol,Automatic,60017,New,12128.57,Q7
552,Hyundai,2006,2.4,Petrol,Manual,111545,Used,4479.8,Elantra
553,Tesla,2000,0.0,Electric,Automatic,172601,New,4564.33,Model S
554,Tesla,2009,0.0,Electric,Automatic,80916,Used,17932.93,Model S
555,Audi,2002,4.2,Hybrid,Manual,119678,Used,4903.29,Q7
556,Toyota,2006,4.3,Hybrid,Automatic,165684,Used,2992.32,RAV4
557,Ford,2009,2.1,Diesel,Automatic,74088,Used,8253.43,Focus
558,Kia,2008,2.7,Diesel,Manual,20583,New,10440.86,Optima
559,Hyundai,2013,3.2,Petrol,Automatic,11307,New,12686.35,Sonata
560,Toyota,2019,1.3,Hybrid,Automatic,26330,Used,16933.96,Corolla
561,Subaru,2021,3.8,Diesel,Automatic,134045,Used,19522.32,Crosstrek
562,Audi,2002,3.1,Petrol,Automatic,118656,Used,5104.26,A3
563,Subaru,2022,2.2,Petrol,Automatic,103852,Used,21123.93,Outback
564,Honda,2005,4.1,Petrol,Manual,159610,Used,2529.23,Civic
565,Ford,2006,1.6,Petrol,Automatic,189016,Used,2106.57,Explorer
566,Audi,2023,2.2,Hybrid,Automatic,37436,Used,35896.39,A3
567,Toyota,2023,1.8,Petrol,Manual,99514,Used,25916.94,RAV4
568,Tesla,2011,0.0,Electric,Automatic,115291,Used,17509.86,Model 3
569,Kia,2002,1.4,Hybrid,Automatic,175134,Used,1500,Sportage
570,Honda,2021,1.9,Petrol,Automatic,195425,New,16995.49,Fit
571,Kia,2023,1.4,Petrol,Automatic,175606,Used,20731.13,Optima
572,Ford,2015,3.4,Diesel,Manual,131805,Used,10855.05,Fiesta
573,Hyundai,2016,1.7,Diesel,Automatic,6663,Used,14805.51,Kona
574,Toyota,2006,1.6,Petrol,Automatic,101350,New,4730.17,Prius
575,Toyota,2023,1.9,Petrol,Automatic,133396,New,25554.23,Corolla
576,BMW,2002,4.1,Petrol,Automatic,81057,New,8664.51,3 Series
577,Hyundai,2006,3.6,Hybrid,Manual,65369,Used,5329.37,Elantra
578,Toyota,2005,3.0,Diesel,Manual,118895,Used,3298.18,Corolla
579,Ford,2012,3.8,Diesel,Automatic,151698,New,8929.74,Focus
580,Audi,2013,3.4,Diesel,Manual,117777,Used,14933.5,Q5
581,BMW,2005,3.0,Hybrid,Automatic,114366,Used,7729.15,X3
582,Hyundai,2007,2.4,Petrol,Manual,139799,Used,3556.04,Tucson
583,Tesla,2021,0.0,Electric,Manual,122645,New,46755.3,Model Y
584,Subaru,2001,3.3,Petrol,Automatic,180600,Used,1500,Outback
585,Honda,2008,4.6,Hybrid,Automatic,186762,New,3536.19,CR-V
586,Ford,2002,1.5,Petrol,Manual,185562,New,1500,Focus
587,Honda,2007,3.9,Petrol,Automatic,162704,Used,3518.19,Accord
588,Kia,2002,2.7,Petrol,Automatic,36821,Used,4584.36,Sportage
589,Honda,2008,3.8,Diesel,Manual,192793,Used,3390.34,CR-V
590,Kia,2015,4.1,Hybrid,Automatic,56430,Used,12949.11,Sorento
591,Hyundai,2011,4.4,Hybrid,Automatic,102900,Used,8008.49,Sonata
592,Toyota,2019,4.4,Diesel,Automatic,101900,Used,17992.53,RAV4
593,Kia,2015,1.8,Hybrid,Automatic,118517,New,13000.03,Rio
594,Subaru,2021,3.2,Diesel,Automatic,177685,Used,16286.66,Crosstrek
595,Honda,2013,4.3,Petrol,Manual,175675,New,8112.01,Accord
596,Ford,2023,1.8,Petrol,Manual,131468,Used,23367.83,Explorer
597,Toyota,2003,4.7,Petrol,Manual,24600,New,6962.44,Camry
598,Tesla,2011,0.0,Electric,Automatic,93891,Used,20205.2,Model S
599,Tesla,2021,0.0,Electric,Automatic,51597,New,48020.52,Model X
600,Tesla,2019,0.0,Electric,Automatic,122379,Used,30870.55,Model Y
601,Ford,2012,3.5,Petrol,Automatic,63217,Used,11052.59,Focus
602,Hyundai,2015,3.6,Petrol,Automatic,13371,Used,15431.62,Sonata
603,Hyundai,2003,2.9,Petrol,Manual,30230,New,6803.9,Kona
604,Audi,2015,2.9,Petrol,Manual,136404,New,23113.01,Q5
605,Toyota,2019,2.0,Diesel,Manual,112428,Used,18306.76,Corolla
606,BMW,2021,2.2,Diesel,Automatic,81359,New,39613.68,X3
607,Subaru,2007,1.7,Petrol,Manual,189891,New,2625.09,Outback
608,Kia,2001,1.4,Petrol,Manual,62741,Used,3068.71,Optima
609,Honda,2003,4.3,Hybrid,Automatic,142710,Used,1836.32,Accord
610,Subaru,2004,3.3,Petrol,Automatic,125606,Used,2567.19,Impreza
611,Honda,2006,3.8,Diesel,Automatic,84478,New,5314.36,Fit
612,Chevrolet,2016,1.8,Hybrid,Automatic,160756,Used,9283.68,Tahoe
613,Honda,2015,2.0,Diesel,Manual,169090,Used,10712.96,Civic
614,BMW,2020,4.0,Petrol,Automatic,15208,Used,30550.85,5 Series
615,Audi,2003,1.6,Petrol,Automatic,47735,Used,7724.88,Q5
616,Audi,2017,2.7,Petrol,Automatic,44582,New,25825.55,Q5
617,Hyundai,2004,1.6,Hybrid,Automatic,80959,Used,4228.34,Tucson
618,BMW,2014,1.3,Petrol,Automatic,193725,Used,17293.56,3 Series
619,Honda,2005,3.6,Petrol,Manual,171206,Used,1722.67,Fit
620,Honda,2008,1.3,Hybrid,Automatic,34837,Used,8501.64,Accord
621,Chevrolet,2011,2.9,Petrol,Manual,132947,Used,6118.49,Impala
622,Ford,2019,4.0,Petrol,Automatic,26725,Used,17808.82,Focus
623,Tesla,2015,0.0,Electric,Automatic,77927,New,27072.24,Model S
624,Subaru,2013,1.9,Petrol,Automatic,37951,Used,12215.87,Crosstrek
625,Hyundai,2015,4.4,Petrol,Automatic,130912,Used,10272.33,Elantra
626,Honda,2012,1.9,Diesel,Automatic,153524,Used,7063.46,Accord
627,BMW,2017,3.6,Petrol,Automatic,79649,New,29445.88,X3
628,Subaru,2021,3.6,Hybrid,Automatic,166931,New,17823.5,Impreza
629,BMW,2005,4.8,Petrol,Automatic,138378,New,8136.48,3 Series
630,Toyota,2006,2.7,Diesel,Automatic,15832,Used,6999.79,RAV4
631,Toyota,2006,2.9,Petrol,Automatic,34621,Used,6846.95,Camry
632,Toyota,2015,2.9,Petrol,Manual,156307,Used,10733.28,Corolla
633,Kia,2003,3.4,Diesel,Automatic,119191,Used,2746.19,Optima
634,Ford,2008,4.7,Petrol,Manual,160836,Used,3746.5,Explorer
635,Hyundai,2004,1.9,Petrol,Automatic,122916,Used,2806.24,Tucson
636,Hyundai,2020,4.7,Hybrid,Manual,38889,New,21569.4,Kona
637,Honda,2013,3.5,Petrol,Automatic,15638,Used,13659.65,Accord
638,Chevrolet,2019,2.6,Diesel,Automatic,156738,Used,13009.04,Malibu
639,Tesla,2017,0.0,Electric,Manual,166072,Used,27289.99,Model 3
640,Toyota,2002,1.4,Petrol,Manual,185864,Used,1500,Prius
641,Tesla,2014,0.0,Electric,Automatic,57302,New,31145.94,Model 3
642,Ford,2012,3.2,Diesel,Manual,150049,Used,7939.19,Explorer
643,Ford,2014,1.9,Petrol,Manual,70697,New,11400.11,Explorer
644,Ford,2019,3.8,Petrol,Automatic,62478,Used,16272.23,Fiesta
645,Audi,2001,4.2,Petrol,Manual,59929,Used,5743.84,Q7
646,BMW,2004,4.0,Petrol,Automatic,87830,New,8544.04,X5
647,Audi,2000,2.1,Hybrid,Automatic,22030,New,8925.29,A3
648,Kia,2001,3.3,Petrol,Automatic,16155,Used,4679.1,Optima
649,Chevrolet,2014,3.4,Hybrid,Manual,138021,Used,10178.95,Tahoe
650,BMW,2021,2.4,Petrol,Automatic,172622,New,32930.94,X5
651,Hyundai,2000,4.6,Petrol,Automatic,140562,Used,1500,Elantra
652,Ford,2019,2.9,Petrol,Automatic,30959,Used,20258.76,Mustang
653,Tesla,2004,0.0,Electric,Automatic,65508,Used,12063.79,Model S
654,Audi,2016,2.3,Petrol,Manual,24902,Used,24226.66,A3
655,Tesla,2005,0.0,Electric,Automatic,97837,New,11359.17,Model 3
656,Hyundai,2005,1.3,Hybrid,Manual,174939,Used,1935.11,Sonata
657,Audi,2000,3.7,Petrol,Automatic,193564,Used,1777.1,A4
658,Chevrolet,2014,3.2,Petrol,Automatic,170616,Used,8342.18,Equinox
659,Toyota,2015,3.9,Petrol,Manual,140076,New,10959.03,RAV4
660,Tesla,2002,0.0,Electric,Manual,100285,Used,6929.53,Model Y
661,Subaru,2006,1.3,Hybrid,Manual,189297,Used,2189.1,Impreza
662,Kia,2008,2.2,Diesel,Manual,55239,New,7759.97,Optima
663,Toyota,2010,3.5,Hybrid,Manual,70972,Used,7039.95,Prius
664,Tesla,2001,0.0,Electric,Automatic,156839,New,7457.71,Model X
665,Tesla,2005,0.0,Electric,Automatic,144432,Used,10931.98,Model X
666,Subaru,2008,3.3,Diesel,Automatic,5625,Used,8595.7,Outback
667,BMW,2014,1.3,Diesel,Automatic,171393,Used,17207.81,5 Series
668,Tesla,2023,0.0,Electric,Automatic,127383,Used,45730.51,Model Y
669,Chevrolet,2001,1.4,Petrol,Manual,10016,New,5868.02,Equinox
670,Toyota,2016,2.7,Diesel,Automatic,157685,New,14428.62,RAV4
671,Tesla,2018,0.0,Electric,Automatic,107063,Used,35064.25,Model S
672,BMW,2002,4.4,Diesel,Automatic,50868,Used,7078.23,5 Series
673,Honda,2002,2.8,Diesel,Automatic,141562,Used,1500,Civic
674,Audi,2004,2.8,Hybrid,Manual,19501,Used,8508.57,Q5
675,Tesla,2017,0.0,Electric,Automatic,139846,New,33204.58,Model 3
676,Audi,2005,2.3,Hybrid,Automatic,150021,Used,6587.19,A3
677,Hyundai,2012,3.2,Diesel,Manual,51858,Used,10656.51,Elantra
678,Kia,2003,4.3,Diesel,Automatic,19027,New,5459.3,Sorento
679,Toyota,2009,4.4,Diesel,Automatic,48972,Used,7267.22,RAV4
680,BMW,2006,3.5,Petrol,Automatic,50601,Used,11887.56,3 Series
681,BMW,2012,2.1,Petrol,Automatic,73618,Used,15792.33,X3
682,Tesla,2011,0.0,Electric,Manual,42790,New,21364.55,Model 3
683,Audi,2019,3.7,Petrol,Automatic,73202,Used,26315.86,A3
684,BMW,2002,1.9,Petrol,Automatic,11905,Used,10070.29,X3
685,Honda,2004,4.1,Petrol,Automatic,193246,Used,1500,Accord
686,Audi,2011,3.6,Diesel,Automatic,62122,Used,12808.56,A3
687,Audi,2010,2.3,Hybrid,Manual,178635,Used,10431.33,A3
688,Hyundai,2019,2.3,Diesel,Manual,124132,Used,17349.81,Tucson
689,Kia,2007,3.1,Petrol,Manual,133851,Used,3618.03,Sportage
690,Chevrolet,2022,3.2,Petrol,Automatic,171939,Used,21415.6,Impala
691,BMW,2018,3.3,Hybrid,Manual,151002,Used,27312.81,5 Series
692,BMW,2016,2.6,Diesel,Automatic,10792,Used,21911.83,5 Series
693,Tesla,2006,0.0,Electric,Manual,169874,Used,9464.66,Model S
694,Ford,2008,2.7,Petrol,Automatic,81523,New,8246.2,Focus
695,Toyota,2014,3.1,Diesel,Automatic,14898,New,17082.28,Prius
696,Honda,2015,3.2,Diesel,Manual,182373,Used,8613.94,Accord
697,Toyota,2003,3.4,Diesel,Automatic,161815,Used,1500,Camry
698,Ford,2015,4.1,Petrol,Manual,131952,Used,12191.05,Focus
699,Kia,2022,3.2,Petrol,Automatic,141149,Used,20397.2,Optima
700,BMW,2021,2.4,Petrol,Automatic,40719,Used,30452.55,5 Series
701,Honda,2021,3.0,Diesel,Automatic,66430,New,25132.33,Civic
702,Tesla,2012,0.0,Electric,Automatic,144409,Used,18702.03,Model Y
703,Honda,2005,2.5,Diesel,Manual,51410,Used,5740.17,Accord
704,Toyota,2004,2.6,Hybrid,Automatic,11901,Used,6869.76,RAV4
705,Hyundai,2006,2.2,Petrol,Manual,7990,New,9017.36,Kona
706,Subaru,2022,2.4,Diesel,Automatic,34203,Used,26476.03,Crosstrek
707,Subaru,2016,1.8,Diesel,Manual,83387,New,15283.51,Crosstrek
708,Kia,2015,1.9,Petrol,Automatic,140910,Used,8878.08,Sportage
709,Kia,2020,2.6,Petrol,Automatic,134757,Used,15731.82,Sportage
710,BMW,2015,4.3,Petrol,Automatic,46149,New,26154.02,X5
711,Tesla,2016,0.0,Electric,Manual,60900,Used,27169.69,Model Y
712,Audi,2003,2.8,Petrol,Automatic,106965,New,7574.66,Q7
713,Audi,2020,3.8,Diesel,Automatic,81561,Used,25944.9,A4
714,Chevrolet,2023,3.4,Diesel,Automatic,148526,Used,21998.44,Tahoe
715,Kia,2006,3.5,Hybrid,Automatic,72266,Used,5159.8,Optima
716,Subaru,2006,4.1,Petrol,Automatic,145297,New,3246.17,Forester
717,Hyundai,2019,2.6,Petrol,Automatic,25630,Used,17411.77,Sonata
718,Hyundai,2007,4.5,Diesel,Automatic,178412,Used,2912.64,Kona
719,Audi,2008,4.0,Petrol,Manual,14273,Used,11358.68,Q7
720,Hyundai,2000,4.1,Petrol,Automatic,6523,New,5792.86,Kona
721,Chevrolet,2014,4.3,Hybrid,Manual,6574,Used,14174.26,Impala
722,Toyota,2004,1.5,Diesel,Manual,148991,Used,1931.17,RAV4
